"mood" "plants" "light" "social" "zone_id"
"637" 1.55 1 13.07 11.86 "7"
"638" 5.92 0 15.01 6.38 "7"
"639" 7.92 0 12.29 12.31 "7"
"640" 6.26 3 8.58 8.6 "7"
"641" 5.06 0 12.89 9.17 "7"
"642" 5.15 0 11.41 8.14 "7"
"643" 5.88 2 9.26 6.42 "7"
"644" 6.65 5 11.83 8.38 "7"
"645" 6.62 4 13.79 10.02 "7"
"646" 5.08 0 13.29 6.9 "7"
"647" 4.68 5 11.68 7.86 "7"
"648" 4.93 4 14.25 6.9 "7"
"649" 3.67 3 10.41 5.85 "7"
"650" 6.01 3 13.66 6.21 "7"
"651" 7.72 3 12.18 12.03 "7"
"652" 5.76 4 10.86 7.77 "7"
"653" 4.31 0 13.18 6.57 "7"
"654" 4.75 0 11.93 10.7 "7"
"655" 3.66 1 12.11 8 "7"
"656" 6 2 13.71 8.85 "7"
"657" 5.19 1 13.09 5.99 "7"
"658" 4.22 2 10.89 6.6 "7"
"659" 5.83 6 14.5 4.06 "7"
"660" 7.78 8 10.37 6.69 "7"
"661" 6.01 8 13.62 9.1 "7"
"662" 4.47 2 16.63 8.02 "7"
"663" 6.3 5 11.77 12.34 "7"
"664" 4.72 1 15.7 6.26 "7"
"665" 8.1 3 9.8 10.43 "7"
"666" 4 5 13.4 9.24 "7"
"667" 4.47 1 12.68 8.12 "7"
"668" 4.35 4 11.79 8.23 "7"
"669" 3.43 1 12.91 4.33 "7"
"670" 6.51 0 13.74 8.19 "7"
"671" 2.56 7 10.33 6.27 "7"
"672" 5.19 4 9.61 5.18 "7"
"673" 3.36 8 10.45 5.73 "7"
"674" 4.9 14 10.91 6.04 "7"
"675" 2.7 3 10.17 9.94 "7"
"676" 5.06 1 8.73 8.65 "7"
"677" 4.62 1 12.73 10.28 "7"
"678" 7.94 9 12.25 6.18 "7"
"679" 6.59 7 10.7 9.61 "7"
"680" 5.33 10 14.89 4.56 "7"
"681" 4.84 2 9.93 8.1 "7"
"682" 6.16 6 12.78 6.08 "7"
"683" 5.12 1 10.78 4.48 "7"
"684" 5.91 0 10.12 9.94 "7"
"685" 4.49 5 11.97 6.64 "7"
"686" 5.16 3 13.27 5.07 "7"
"687" 6.12 1 14.84 9.64 "7"
"688" 2.63 0 13.84 12.46 "7"
"689" 5.47 0 11.28 10.9 "7"
"690" 5.85 2 11.65 7.7 "7"
"691" 4.26 4 12.74 8.55 "7"
"692" 5.41 2 11.38 6.49 "7"
"693" 5.26 4 14.04 5.41 "7"
"694" 5.71 7 13.75 10.77 "7"
"695" 3.59 2 12.52 5.94 "7"
"696" 4.52 1 13.52 6.84 "7"
"697" 4.81 5 12.16 10.77 "7"
"698" 4.13 4 14.31 8.01 "7"
"699" 5.5 7 11.16 4.05 "7"
"700" 3.48 1 16.27 6.12 "7"
"701" 4.49 5 10.76 7.25 "8"
"702" 2.3 14 10.64 9.55 "8"
"703" 3.98 4 12.91 6.55 "8"
"704" 3.92 7 14.25 5.42 "8"
"705" 2.45 0 12.23 7.73 "8"
"706" 4.1 7 10.23 8.43 "8"
"707" 4.71 0 10.54 7.42 "8"
"708" 3.19 1 11.73 8.49 "8"
"709" 3.59 6 7.1 4.62 "8"
"710" 5.43 13 9.89 6.68 "8"
"711" 4.58 2 12.51 10.28 "8"
"712" 2.62 1 14.24 7.72 "8"
"713" 3.31 1 11.49 5.03 "8"
"714" 5.78 9 12.54 9.05 "8"
"715" 5.16 5 8.44 8.42 "8"
"716" 4.28 7 8.82 8.73 "8"
"717" 3.2 1 11.36 8.4 "8"
"718" 3.11 7 13.37 5.4 "8"
"719" 2.96 2 10.19 7.64 "8"
"720" 5.07 2 13.31 8.85 "8"
"721" 3.83 0 11.33 6.32 "8"
"722" 3.86 4 11.3 8.57 "8"
"723" 4.05 1 7.55 9.06 "8"
"724" 3.04 5 10.16 5.42 "8"
"725" 4.46 9 12.76 10.84 "8"
"726" 3.15 0 9.84 10.44 "8"
"727" 4.54 4 12.08 6.97 "8"
"728" 6.17 4 11.96 7.77 "8"
"729" 3.16 4 11.17 9.85 "8"
"730" 6.57 0 11.54 10.14 "8"
"731" 2.3 1 11 6.38 "8"
"732" 2.09 0 14.99 6.86 "8"
"733" 5.44 4 10.98 11.19 "8"
"734" 6.04 5 12.84 9.26 "8"
"735" 1.64 2 11.58 7.37 "8"
"736" 4.28 2 15.73 6.28 "8"
"737" 2.32 4 11.59 7.4 "8"
"738" 4.77 0 9.57 6.69 "8"
"739" 4.81 1 12.55 7.94 "8"
"740" 3.6 4 9.07 3.64 "8"
"741" 3.8 2 13.69 6.88 "8"
"742" 4.44 1 12.36 4.75 "8"
"743" 4.65 1 11.12 7.93 "8"
"744" 2.88 2 12.99 5.4 "8"
"745" 7.15 3 10.76 9.87 "8"
"746" 3.11 1 10.66 7.23 "8"
"747" 3.62 5 10.45 5.51 "8"
"748" 3.88 7 12.92 3.28 "8"
"749" 2.91 1 7.93 12.21 "8"
"750" 3.22 1 13.9 7.7 "8"
"751" 2.05 2 8.69 9.83 "8"
"752" 3.81 1 10.76 7.76 "8"
"753" 5.18 1 15.04 11.13 "8"
"754" 3.65 4 11.25 6.14 "8"
"755" 3.49 5 12.72 8.64 "8"
"756" 4.02 6 13.14 7.57 "8"
"757" 3.49 7 10.51 10.87 "8"
"758" 3.99 1 13.74 7.23 "8"
"759" 3.04 0 11.6 6.07 "8"
"760" 3.54 2 11.95 6.08 "8"
"761" 2.09 3 9.04 8.93 "8"
"762" 4.04 1 12.88 10.93 "8"
"763" 3.77 2 13.72 7.71 "8"
"764" 2.6 1 10.2 6.88 "8"
"765" 4.45 14 14.25 6.33 "8"
"766" 3.58 2 12.53 8.58 "8"
"767" 2.79 3 11.77 8.17 "8"
"768" 2.74 10 9.56 6.31 "8"
"769" 4.98 5 8.83 12.35 "8"
"770" 2.67 3 9.52 6.29 "8"
"771" 5.41 0 13.19 9.45 "8"
"772" 2.68 1 12.38 6.52 "8"
"773" 3.21 6 14.33 9.16 "8"
"774" 1 0 11.46 8.44 "8"
"775" 2.56 3 13.02 8.31 "8"
"776" 4.71 4 12.21 9.51 "8"
"777" 5.78 5 13.27 7.96 "8"
"778" 3.83 2 10.7 8.42 "8"
"779" 5.63 6 10.52 6.44 "8"
"780" 3.15 1 10.77 8.84 "8"
"781" 5.28 1 9.74 6.73 "8"
"782" 3.34 7 11.63 8.11 "8"
"783" 4.25 4 11.83 8.04 "8"
"784" 4.96 2 12.01 5.77 "8"
"785" 4.57 1 14.57 8.57 "8"
"786" 0.9 4 6.44 7.31 "8"
"787" 2.67 7 9.86 6.37 "8"
"788" 2.76 1 13.53 7.32 "8"
"789" 4.79 1 12.21 5.41 "8"
"790" 2.78 7 12.35 6.42 "8"
"791" 2.4 4 11.75 10.6 "8"
"792" 3.59 1 12.76 7.94 "8"
"793" 2.04 5 13.77 9.84 "8"
"794" 3.3 1 9.14 5.87 "8"
"795" 3.66 3 9.42 5.98 "8"
"796" 2.59 15 10.83 6.17 "8"
"797" 3.33 11 10.07 5.5 "8"
"798" 4 2 12.87 11.4 "8"
"799" 6.46 6 7.58 6.99 "8"
"800" 4.77 11 12.23 8.21 "8"
"801" 3.82 0 10.16 10.48 "9"
"802" 4.26 4 9.05 6.79 "9"
"803" 2.61 0 11.86 8.29 "9"
"804" 3.04 2 13.64 7.79 "9"
"805" 3.24 1 10 11.69 "9"
"806" 1.67 2 13.56 11.34 "9"
"807" 3.01 3 14.49 7.16 "9"
"808" 1.65 11 13.22 9.28 "9"
"809" 2.18 4 12.45 9.3 "9"
"810" 3.02 4 13.06 11.68 "9"
"811" 0.7 2 9.34 6.27 "9"
"812" 2.62 6 8.96 10.4 "9"
"813" 3.96 1 12.04 9.66 "9"
"814" 2.17 0 12.29 7.32 "9"
"815" 3.79 1 7.63 7.91 "9"
"816" 5.24 5 13.65 11.13 "9"
"817" 2.78 3 14.56 7.24 "9"
"818" 1.98 8 13.74 6.41 "9"
"819" 5.03 6 13.6 5.22 "9"
"820" 3.04 4 12.02 7.1 "9"
"821" 0 9 12.87 7.98 "9"
"822" 3.17 1 13.01 8.09 "9"
"823" 2.06 5 9.51 7.1 "9"
"824" 3.77 1 11.29 6.69 "9"
"825" 1.98 0 12.42 9.91 "9"
"826" 3.91 1 14.02 11.98 "9"
"827" 7.52 1 10.84 9.95 "9"
"828" 1.89 3 14.03 7.82 "9"
"829" 3.88 4 12.53 5.62 "9"
"830" 3.3 3 10.68 10.87 "9"
"831" 3.92 0 12.49 9.12 "9"
"832" 1.89 7 13.36 9.99 "9"
"833" 3.48 10 15.09 7.16 "9"
"834" 4.92 2 9.18 7.39 "9"
"835" 1.3 1 9.27 10.61 "9"
"836" 2.16 1 11.13 13.08 "9"
"837" 4.62 8 10.26 11.8 "9"
"838" 3.15 6 12.17 9.63 "9"
"839" 4.07 3 12.14 7.36 "9"
"840" 6.34 4 12.97 11.52 "9"
"841" 6.02 0 12.69 7.3 "9"
"842" 2.17 1 11.51 12.19 "9"
"843" 5.62 17 13.62 5.04 "9"
"844" 2.39 3 12.04 8.04 "9"
"845" 2.26 3 12.05 5.67 "9"
"846" 3.8 2 10.44 6.67 "9"
"847" 3.5 7 13.59 6.45 "9"
"848" 4.65 1 14.37 5.85 "9"
"849" 3.88 1 10.84 6.51 "9"
"850" 3.78 1 12.16 9.94 "9"
"851" 4.03 4 12.03 5.59 "9"
"852" 3.71 12 12.2 6.28 "9"
"853" 4.75 5 12.94 6.45 "9"
"854" 3.43 2 13.08 8.13 "9"
"855" 1.83 0 12.91 7.18 "9"
"856" 1.14 1 13.06 9.16 "9"
"857" 3.76 3 12.09 6.7 "9"
"858" 2.97 7 12.5 8.87 "9"
"859" 3.57 4 12.75 10.51 "9"
"860" 4.19 21 14.35 4.04 "9"
"861" 4 0 14.54 10.48 "9"
"862" 5.02 15 11.34 8.52 "9"
"863" 0.91 16 10.34 7.72 "9"
"864" 3.37 9 14.3 9.99 "9"
"865" 2.63 0 11.73 7.12 "9"
"866" 4.46 2 11.48 6.68 "9"
"867" 3.71 1 12.7 9.8 "9"
"868" 4.62 3 12.78 11.23 "9"
"869" 4.72 1 11.07 8.97 "9"
"870" 1.67 5 11.55 11.35 "9"
"871" 3.23 2 12.25 8.01 "9"
"872" 2.1 3 10.21 8.43 "9"
"873" 2.64 2 10.24 6.56 "9"
"874" 0.39 0 14.66 9.91 "9"
"875" 2.68 1 10.91 7.75 "9"
"876" 4.58 3 10.7 3.58 "9"
"877" 1.13 4 12.94 9.13 "9"
"878" 3.99 8 10.81 11.37 "9"
"879" 3.29 3 13.21 8.04 "9"
"880" 5.5 4 9.48 8.26 "9"
"881" 4.44 5 10.66 8.93 "9"
"882" 2.76 1 8.37 4.97 "9"
"883" 5.53 1 12.32 6.53 "9"
"884" 0.97 3 13.82 8.64 "9"
"885" 6.22 1 11.84 8.6 "9"
"886" 4.37 5 12.14 5.27 "9"
"887" 4 1 12.07 9.35 "9"
"888" 5.17 5 12.07 11.18 "9"
"889" 3.16 0 8.61 7.03 "9"
"890" 2.76 6 13.87 4.68 "9"
"891" 2.47 2 9.27 7.46 "9"
"892" 4.79 7 12.47 7.21 "9"
"893" 3.49 2 13.56 7.1 "9"
"894" 1.4 5 12.01 13.3 "9"
"895" 3.91 5 13.7 8.25 "9"
"896" 2.01 5 13.37 3.48 "9"
"897" 2.67 1 17.29 6.85 "9"
"898" 4.33 4 12.95 7.63 "9"
"899" 2.31 4 10.96 6.84 "9"
"900" 3.97 1 14.4 9.32 "9"
"901" 6.3 2 13.15 7.64 "10"
"902" 4.81 8 9.38 8.03 "10"
"903" 3.41 3 8.41 4.45 "10"
"904" 3.07 1 10.68 6.95 "10"
"905" 4.67 0 12.05 7.18 "10"
"906" 6.04 0 11.35 10.27 "10"
"907" 7.93 3 10.52 8.64 "10"
"908" 5.69 13 12.98 3.63 "10"
"909" 4.29 1 12.3 8.78 "10"
"910" 4.69 2 13.86 8.99 "10"
"911" 6.33 1 16.27 10.54 "10"
"912" 5.24 6 11.48 8.79 "10"
"913" 6.21 3 17.12 9.01 "10"
"914" 5.49 1 12.09 5.05 "10"
"915" 3.7 0 12.33 6.37 "10"
"916" 2.73 0 9.39 5 "10"
"917" 5.53 2 10.79 6.72 "10"
"918" 3.38 5 13.27 10.13 "10"
"919" 3.78 12 10.51 3.2 "10"
"920" 5.81 23 11.36 4.49 "10"
"921" 4.02 2 15.95 9.35 "10"
"922" 5.72 3 14.61 9.98 "10"
"923" 5.37 9 11.82 8.13 "10"
"924" 3.93 4 13.09 11.58 "10"
"925" 2.88 2 10.41 4.69 "10"
"926" 3.59 1 13.88 9.26 "10"
"927" 4.84 3 9.1 7.89 "10"
"928" 3.87 3 11.76 6.78 "10"
"929" 3.89 3 10.56 7.28 "10"
"930" 4.29 7 13.12 6.16 "10"
"931" 3.75 0 14.15 9.88 "10"
"932" 5.46 0 11.01 9.32 "10"
"933" 3.61 5 7.66 5.62 "10"
"934" 6.47 3 12.85 8.84 "10"
"935" 3.78 0 11.56 5.13 "10"
"936" 3.61 4 15.69 8.02 "10"
"937" 3.56 5 15.01 8.9 "10"
"938" 5.41 3 12.3 10.01 "10"
"939" 5.13 16 13.06 6.24 "10"
"940" 5.38 3 11.26 5.25 "10"
"941" 6.68 2 12.55 10.51 "10"
"942" 3.11 3 13.22 9.11 "10"
"943" 4.16 2 10.58 8.18 "10"
"944" 5.17 1 12.41 8.26 "10"
"945" 5.39 14 13.61 8.09 "10"
"946" 3.92 3 13.02 7.38 "10"
"947" 3.59 6 11.35 7.24 "10"
"948" 5.14 4 11.02 8.37 "10"
"949" 4.22 2 12.45 10.66 "10"
"950" 3.14 7 11.68 8.49 "10"
"951" 3.99 2 11.75 5.45 "10"
"952" 5.3 11 13.97 9.83 "10"
"953" 4.78 2 11.65 6.31 "10"
"954" 3.42 3 13.5 8.63 "10"
"955" 1.8 2 12.54 9.82 "10"
"956" 3.57 7 12.08 5.02 "10"
"957" 3.88 1 12.57 8.4 "10"
"958" 3.2 1 14.23 9.6 "10"
"959" 4.44 0 8.51 4.29 "10"
"960" 6.11 2 11.22 7.54 "10"
"961" 4.1 0 11.41 8.94 "10"
"962" 5.06 5 9.65 6.97 "10"
"963" 4.68 8 12.6 4.31 "10"
"964" 5.46 5 18.06 6.44 "10"
"965" 3.48 0 12.49 9 "10"
"966" 3.8 1 8.36 4.52 "10"
"967" 2.04 4 13.37 8.04 "10"
"968" 5.96 2 6.58 7.42 "10"
"969" 3.08 1 13.8 3.43 "10"
"970" 2.42 1 14.93 10 "10"
"971" 4.93 1 10.55 5.02 "10"
"972" 4.52 1 9.93 6.7 "10"
"973" 6.54 1 11.51 11.1 "10"
"974" 3.05 1 9.91 5.91 "10"
"975" 4.84 2 12.94 8.02 "10"
"976" 4.41 5 13.41 10.56 "10"
"977" 2.81 2 10.58 7.74 "10"
"978" 6.18 1 11.64 8.38 "10"
"979" 4.84 5 15.07 8.69 "10"
"980" 4.29 1 15.55 3.75 "10"
"981" 4.28 4 10.6 7.28 "10"
"982" 5.32 1 14.39 8.76 "10"
"983" 4.11 8 13.32 5.43 "10"
"984" 3.82 1 11.47 5.37 "10"
"985" 5.74 3 11.81 7.46 "10"
"986" 4.26 1 9.25 9.25 "10"
"987" 3.8 2 10.06 8.91 "10"
"988" 2.78 1 15.01 11.35 "10"
"989" 5.68 1 11.27 7.8 "10"
"990" 5.94 9 12.64 7.15 "10"
"991" 2.04 0 15.63 7.63 "10"
"992" 3.4 1 13.43 8.24 "10"
"993" 3.55 1 13.35 9.44 "10"
"994" 3.81 3 16.06 5.49 "10"
"995" 4.09 4 11.11 6.17 "10"
"996" 5.69 2 13.29 8.76 "10"
"997" 6.74 3 11.58 8.74 "10"
"998" 2.77 2 15.96 6.96 "10"
"999" 2.59 5 10.41 4.48 "10"
"1000" 3.56 6 16.91 8.04 "10"
"1001" 3.38 9 12.5 5.72 "11"
"1002" 3.87 4 12.59 8.83 "11"
"1003" 3.11 2 8.9 9.37 "11"
"1004" 3 5 14.37 8.43 "11"
"1005" 3.39 1 11.77 5.04 "11"
"1006" 3.1 2 13.38 7.45 "11"
"1007" 1.4 4 13 5.27 "11"
"1008" 2.14 7 12.65 5.22 "11"
"1009" 3.54 5 13.83 9.6 "11"
"1010" 3.01 4 10.9 9.42 "11"
"1011" 0.69 3 12.27 6.19 "11"
"1012" 1.54 4 12.33 8.22 "11"
"1013" 2.23 5 12.82 6.72 "11"
"1014" 3.84 0 11.64 10.48 "11"
"1015" 4.2 6 12.46 8.11 "11"
"1016" 2.34 0 11.71 8.4 "11"
"1017" 3.48 1 11.68 8.26 "11"
"1018" 2.89 1 12.13 9.17 "11"
"1019" 5.43 1 14.91 10.9 "11"
"1020" 2.52 3 13.45 7.75 "11"
"1021" 5.01 3 13.05 6.85 "11"
"1022" 2.33 6 10.09 7.01 "11"
"1023" 3.54 2 10.13 8.29 "11"
"1024" 1.37 4 12.13 5 "11"
"1025" 2.41 1 8.1 6.13 "11"
"1026" 3.56 2 8.29 9.1 "11"
"1027" 3.71 1 12.53 6.3 "11"
"1028" 2.45 4 8.05 3.83 "11"
"1029" 3.64 8 14.74 8.6 "11"
"1030" 4.6 4 9.61 8.23 "11"
"1031" 3.13 1 11.44 8.35 "11"
"1032" 3.68 3 11.35 9.79 "11"
"1033" 3.65 2 11.57 11 "11"
"1034" 4.41 2 16.5 11.23 "11"
"1035" 4.03 5 13.59 8.16 "11"
"1036" 5.63 15 14.18 10.28 "11"
"1037" 2.45 1 15.29 5.62 "11"
"1038" 7.11 7 9.79 8.58 "11"
"1039" 3.92 4 12.5 11.96 "11"
"1040" 2.23 0 12.4 6.15 "11"
"1041" 4.73 0 13.56 10.17 "11"
"1042" 3.02 2 10.5 4.34 "11"
"1043" 4.22 0 14.88 2.61 "11"
"1044" 3.12 1 9.45 11.57 "11"
"1045" 0.61 2 13.99 10 "11"
"1046" 5.63 1 15.63 11.55 "11"
"1047" 5.73 2 12.46 11.79 "11"
"1048" 3.06 2 10.55 5.52 "11"
"1049" 1.63 3 11.49 6.27 "11"
"1050" 6.19 1 14.76 9.23 "11"
"1051" 4.97 0 10.83 8.13 "11"
"1052" 3.64 0 7.83 10.91 "11"
"1053" 3.13 1 10.56 7.41 "11"
"1054" 3.64 1 18.21 7.19 "11"
"1055" 3.49 2 9.54 9.74 "11"
"1056" 4.32 5 13.15 7.7 "11"
"1057" 1.93 3 12.07 8.71 "11"
"1058" 6.19 11 10.59 11.04 "11"
"1059" 1.65 7 15.9 9.14 "11"
"1060" 3.16 8 12.29 10.61 "11"
"1061" 3.43 1 5.88 9.13 "11"
"1062" 4.49 6 12.57 6.94 "11"
"1063" 1.96 2 11.96 8.14 "11"
"1064" 3.64 3 10.76 8.14 "11"
"1065" 3.75 9 10.36 10.29 "11"
"1066" 1.11 1 18.29 7.78 "11"
"1067" 1.89 2 13.61 7.44 "11"
"1068" 4.72 3 16.67 10.32 "11"
"1069" 3.26 2 13.69 6.64 "11"
"1070" 3.34 3 13.3 5.51 "11"
"1071" 2.99 3 10.24 9.05 "11"
"1072" 4.65 0 10.76 9.03 "11"
"1073" 3.83 5 15.18 5.58 "11"
"1074" 1.7 0 12.2 7.99 "11"
"1075" 4.74 2 12.11 8.82 "11"
"1076" 1.25 3 11.08 5 "11"
"1077" 2.97 11 13.48 4.73 "11"
"1078" 2.83 1 12.53 6.52 "11"
"1079" 5.65 0 11.04 8.64 "11"
"1080" 3.04 0 18.74 5.89 "11"
"1081" 2.66 1 10.66 7.95 "11"
"1082" 2.33 0 11.31 11.48 "11"
"1083" 1.34 0 11.19 10.96 "11"
"1084" 3.61 1 16.5 9.43 "11"
"1085" 2.83 1 15.93 5.12 "11"
"1086" 3.82 0 13.28 7.55 "11"
"1087" 2.83 2 11.45 5.97 "11"
"1088" 0.88 0 12.18 6.08 "11"
"1089" 2.82 7 13.06 7.4 "11"
"1090" 0.68 0 13.38 8.09 "11"
"1091" 3.47 1 11.53 8.72 "11"
"1092" 3.03 1 10.59 7.3 "11"
"1093" 3.38 2 11.28 8 "11"
"1094" 1.74 4 12.16 3.84 "11"
"1095" 4.16 3 11.83 11.47 "11"
"1096" 3.68 0 14.03 9.01 "11"
"1097" 4.2 1 12.82 9.52 "11"
"1098" 2.19 0 12.77 8.04 "11"
"1099" 6.66 2 15.29 10.76 "11"
"1100" 4.72 6 14.21 7.32 "11"
"1101" 5.95 3 11.41 4.49 "12"
"1102" 5.01 1 14.32 6.9 "12"
"1103" 5.88 1 9.4 9 "12"
"1104" 6.64 5 13.83 5.84 "12"
"1105" 5.87 4 12.57 8.6 "12"
"1106" 3 1 11.37 4.84 "12"
"1107" 7.73 6 10.64 8.67 "12"
"1108" 3.88 1 9.24 11.36 "12"
"1109" 5.41 7 10.8 6.7 "12"
"1110" 8.19 19 10.14 11.39 "12"
"1111" 5.85 1 7.83 5.87 "12"
"1112" 6.4 7 13.74 10.87 "12"
"1113" 5.73 1 9.94 6.19 "12"
"1114" 5.49 2 13.81 8.23 "12"
"1115" 7.98 0 10.75 11.92 "12"
"1116" 6.47 3 10.45 7.5 "12"
"1117" 7.05 4 12.44 5.86 "12"
"1118" 5.65 9 11.82 8.1 "12"
"1119" 5.98 3 12.8 12.69 "12"
"1120" 8.65 4 12.98 10.04 "12"
"1121" 5.26 5 11.65 6.8 "12"
"1122" 5.03 6 6.99 4.87 "12"
"1123" 4.15 3 11.29 11.36 "12"
"1124" 6.93 3 13.75 6.76 "12"
"1125" 6.81 14 13.38 4.46 "12"
"1126" 7.07 3 12.24 9.13 "12"
"1127" 6.95 2 9.82 9.85 "12"
"1128" 6.58 3 9.9 6.37 "12"
"1129" 6.73 2 11.78 6.4 "12"
"1130" 5.76 2 12.92 5.09 "12"
"1131" 5.47 3 12.94 5.13 "12"
"1132" 7.85 1 13.86 5.93 "12"
"1133" 6.32 1 9.68 6.28 "12"
"1134" 5.04 3 9.4 6.61 "12"
"1135" 4.86 1 12.86 11.29 "12"
"1136" 4.87 2 10.5 7.47 "12"
"1137" 5.86 6 12.8 7.71 "12"
"1138" 6.51 2 14.81 5 "12"
"1139" 4.5 1 11.45 6.64 "12"
"1140" 6.55 3 10.19 7.78 "12"
"1141" 7.35 0 13.91 11.3 "12"
"1142" 6.32 1 13.78 8.46 "12"
"1143" 4.83 3 11.15 6.18 "12"
"1144" 4.63 1 14.27 6.55 "12"
"1145" 6.72 2 12.09 10.5 "12"
"1146" 5.1 3 12.86 8.8 "12"
"1147" 6.73 5 9.05 8.98 "12"
"1148" 6.08 13 11.51 6.26 "12"
"1149" 7.57 4 11.78 9.19 "12"
"1150" 6.73 12 10.19 12.91 "12"
"1151" 4.78 2 10.61 8.4 "12"
"1152" 6.2 4 8.83 9.1 "12"
"1153" 4.88 1 11.26 8.32 "12"
"1154" 7.99 1 10.28 6.97 "12"
"1155" 7.31 14 10.6 8.72 "12"
"1156" 5.48 4 13.18 5.13 "12"
"1157" 5.73 1 12.01 6.63 "12"
"1158" 8.15 3 13.1 7.7 "12"
"1159" 8.09 13 11.23 8.47 "12"
"1160" 4.3 7 11.06 4.28 "12"
"1161" 5.07 2 10.14 8.51 "12"
"1162" 6.12 1 11.84 8.08 "12"
"1163" 5.14 1 12.13 1.5 "12"
"1164" 5.81 3 10.97 11.69 "12"
"1165" 5.34 0 14.24 7.87 "12"
"1166" 5.65 1 13.72 9.21 "12"
"1167" 5.68 0 13.46 4.57 "12"
"1168" 4.11 5 14.26 9.78 "12"
"1169" 6.89 3 13.7 8.4 "12"
"1170" 6.31 1 11.19 7.63 "12"
"1171" 9.33 3 9.78 11.95 "12"
"1172" 8.56 2 11.72 7.81 "12"
"1173" 7.24 4 12.2 12.66 "12"
"1174" 5.82 3 10.76 3.98 "12"
"1175" 6.61 1 10.28 7.92 "12"
"1176" 6.32 3 14.65 6.74 "12"
"1177" 6.37 3 9.16 8.18 "12"
"1178" 6.68 2 15.51 7.12 "12"
"1179" 5.99 1 11.3 7.93 "12"
"1180" 8.21 5 11.3 8.27 "12"
"1181" 5.69 2 10.19 5.45 "12"
"1182" 3.51 6 14.13 9.21 "12"
"1183" 6.35 1 13.32 8.92 "12"
"1184" 6.89 3 10.75 7.08 "12"
"1185" 3.17 0 14.03 8.94 "12"
"1186" 4.95 5 12.72 6.75 "12"
"1187" 6.16 1 11.74 5.71 "12"
"1188" 4.46 6 12.56 8.02 "12"
"1189" 6.55 2 8.41 8.71 "12"
"1190" 3.68 0 12.27 7.39 "12"
"1191" 8.2 8 10 6.96 "12"
"1192" 6.2 4 10.23 8.78 "12"
"1193" 7.65 1 8.77 8.61 "12"
"1194" 8.22 10 10.72 6.49 "12"
"1195" 5.27 1 13.23 9.94 "12"
"1196" 6.16 1 11.86 7.88 "12"
"1197" 9.02 8 10.58 9.4 "12"
"1198" 4.77 6 10.55 7.5 "12"
"1199" 5.88 3 14.3 6.98 "12"
"1200" 6.45 12 13.27 6.63 "12"
"1201" 3.96 3 9.54 9.64 "13"
"1202" 4.26 3 11.72 6.54 "13"
"1203" 4.21 1 9.96 9.98 "13"
"1204" 5.29 8 10.61 6.59 "13"
"1205" 3.26 1 13.37 9.23 "13"
"1206" 6.76 5 10.77 10.84 "13"
"1207" 5.18 2 12.92 6.36 "13"
"1208" 4.33 6 10.89 4.95 "13"
"1209" 1.38 1 12.98 7.08 "13"
"1210" 4.22 4 11.87 8.62 "13"
"1211" 4.72 0 15.67 8.64 "13"
"1212" 4.81 8 10.96 9.03 "13"
"1213" 3.83 0 11.02 5.83 "13"
"1214" 1.82 0 14.3 5.98 "13"
"1215" 3.84 7 13.17 9.76 "13"
"1216" 2.24 15 11.44 3.19 "13"
"1217" 2.62 2 9.08 6.94 "13"
"1218" 5.03 3 12.4 7.85 "13"
"1219" 4.38 1 14.63 10.73 "13"
"1220" 5.06 2 16.19 5.38 "13"
"1221" 6.34 3 13.06 9.35 "13"
"1222" 1.2 10 10.21 9.48 "13"
"1223" 5.86 1 9.43 8.28 "13"
"1224" 3.21 0 14.42 8.58 "13"
"1225" 4.12 3 10.72 5.73 "13"
"1226" 4.43 1 10.79 3.93 "13"
"1227" 2.32 3 9.54 5.67 "13"
"1228" 5.12 0 13.62 8.26 "13"
"1229" 1.77 4 10.07 6.71 "13"
"1230" 4.1 2 11.39 9.14 "13"
"1231" 2.68 8 6.3 5.18 "13"
"1232" 2.3 10 10.66 10.63 "13"
"1233" 0.96 1 14.17 5.98 "13"
"1234" 2.21 2 13.51 4.79 "13"
"1235" 5.9 9 10.87 7.35 "13"
"1236" 3.85 6 12.74 9.74 "13"
"1237" 3.48 7 8.48 6.96 "13"
"1238" 2.33 3 12.27 6.71 "13"
"1239" 1.47 3 12.92 6.27 "13"
"1240" 0.73 2 13.49 7.73 "13"
"1241" 3.31 3 14.09 8.57 "13"
"1242" 3.72 1 10.36 11.2 "13"
"1243" 4.42 2 12.58 5.35 "13"
"1244" 5.83 6 11.39 8.06 "13"
"1245" 3.34 5 13.36 5.41 "13"
"1246" 3.05 1 11.13 6.28 "13"
"1247" 4.8 4 13.83 9.87 "13"
"1248" 2.18 15 8.11 6.21 "13"
"1249" 3.82 6 15.87 3.33 "13"
"1250" 3.76 3 11.65 4.98 "13"
"1251" 3.04 1 11.6 6.51 "13"
"1252" 5.75 6 11.31 7.46 "13"
"1253" 4.02 1 11.2 7.94 "13"
"1254" 1.03 17 10.33 8.38 "13"
"1255" 1.98 1 15.05 8.21 "13"
"1256" 5.06 0 13.72 8.72 "13"
"1257" 3.42 1 13.78 6.69 "13"
"1258" 3.87 2 9.32 11.45 "13"
"1259" 3.92 3 9.68 7.96 "13"
"1260" 3.55 4 10.41 8.03 "13"
"1261" 4.53 7 11.59 6.34 "13"
